date,merged file,link_link,called (NaN: not available; 1=yes; 0=not interested;),irrelevant,Erlaubnis nochmal anrufen,hilfsbereit/gesprächig,website,Nummer,job,Notizen
,,https://www.google.com/maps/place/Praxis+f%C3%BCr+Akupunktur+und+Osteopathie+Kerstin+K%C3%B6rner+Heilpraktikerin/data=!4m7!3m6!1s0x47a3d2fb37933a03:0x4e73706fa19835db!8m2!3d50.1877206!4d11.0160131!16s%2Fg%2F11f3v99tc5!19sChIJAzqTN_vSo0cR2zWYoW9wc04?authuser=0&hl=de&rclk=1,0,,1,,,,"keine Überarbeitung, kennt niemand der gerade startet",
,,https://www.google.com/maps/place/Heilpraktikerin+Martina+K%C3%B6rner/data=!4m7!3m6!1s0x47bb142a04be249d:0x48af70bfaced5f82!8m2!3d51.3639818!4d9.3906967!16s%2Fg%2F1tf9xjbs!19sChIJnSS-BCoUu0cRgl_trL9wr0g?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Heilpraxis+Spandau+Ursula+Gerhard+-+Bioresonanz/data=!4m7!3m6!1s0x47a8561150491fe3:0xcd7c872c2a73d1a0!8m2!3d52.5510983!4d13.1965282!16s%2Fg%2F12lw01lmg!19sChIJ4x9JUBFWqEcRoNFzKiyHfM0?authuser=0&hl=de&rclk=1,0,,,,,,"keine Überarbeitung, kennt niemand der gerade startet; Kontaktdaten mit Betreff: “Wir haben telefoniert” & Referenzen senden – meldet sich vielleicht irgendwann mal – hat aber momentan jemanden der sich kümmert",
,,https://www.google.com/maps/place/Praxis+f%C3%BCr+Naturheilkunde/data=!4m7!3m6!1s0x47a8ff1e2b018895:0xd9d93dc847d6b7bf!8m2!3d52.5983786!4d13.135497!16s%2Fg%2F1tflr12q!19sChIJlYgBKx7_qEcRv7fWR8g92dk?authuser=0&hl=de&rclk=1,,,,,,,falsche Seite in Gmaps verlinkt: https://www.naturheilpraxis-mueller-schoenwalde.de/index.php,
,,https://www.google.com/maps/place/Frau+Yvonne+Kr%C3%BCger/data=!4m7!3m6!1s0x47a84f9e959d17f1:0x2cef3326d6c59945!8m2!3d52.4698733!4d13.4377106!16s%2Fg%2F1tdz3vwt!19sChIJ8RedlZ5PqEcRRZnF1iYz7yw?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Herr+Thomas+K%C3%B6rner/data=!4m7!3m6!1s0x479974e1010c8467:0x45ba547946672fc6!8m2!3d48.60129!4d9.79696!16s%2Fg%2F1w_vm6yv!19sChIJZ4QMAeF0mUcRxi9nRnlUukU?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Airbrush-Tattoo+K%C3%B6rner/data=!4m7!3m6!1s0x47a849659cb1dcf9:0x85fadd5e97bfe720!8m2!3d52.5138566!4d13.5694804!16s%2Fg%2F11ggfkj0f2!19sChIJ-dyxnGVJqEcRIOe_l17d-oU?authuser=0&hl=de&rclk=1,0,1,,,,,,
,,"https://www.google.com/maps/place/Naturheilpraxis+Kladow,+Corinna+Kulartz/data=!4m7!3m6!1s0x47a8f7dc98b77801:0x90400e54e0145aab!8m2!3d52.462131!4d13.1177621!16s%2Fg%2F11dfjx0c_2!19sChIJAXi3mNz3qEcRq1oU4FQOQJA?authuser=0&hl=de&rclk=1",,,,,0,,,
,,https://www.google.com/maps/place/Frau+Regina+K%C3%B6rner/data=!4m7!3m6!1s0x47b8d7d29ec6e055:0xf7d1733495a7e7e8!8m2!3d51.2551344!4d7.1704665!16s%2Fg%2F1tfrwl7y!19sChIJVeDGntLXuEcR6OenlTRz0fc?authuser=0&hl=de&rclk=1,,,,,,,Bis 22-11-07 geschlossen,
,,https://www.google.com/maps/place/Heilpraktikerin+Michaela+K%C3%B6rner/data=!4m7!3m6!1s0x47bc57d12f84cdeb:0x4dd533deb60db1b0!8m2!3d50.4884!4d8.67066!16s%2Fg%2F1tycvr_v!19sChIJ682EL9FXvEcRsLENtt4z1U0?authuser=0&hl=de&rclk=1,,,,,0,,,
,,https://www.google.com/maps/place/Peter+K%C3%B6rner+Heilpraktiker/data=!4m7!3m6!1s0x4799dfb628799731:0xe4b56b3675944b01!8m2!3d48.7101239!4d8.9984694!16s%2Fg%2F11b6dpqq58!19sChIJMZd5KLbfmUcRAUuUdTZrteQ?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Ern%C3%A4hrung+bei+Schilddr%C3%BCsenproblemen/data=!4m7!3m6!1s0x47a850f4aba311bb:0x441a81db58e3a6f0!8m2!3d52.4879301!4d13.3214233!16s%2Fg%2F1tdshtjw!19sChIJuxGjq_RQqEcR8KbjWNuBGkQ?authuser=0&hl=de&rclk=1,0,,,,,,möchte offensichtlich keine Anrufe,
,,https://www.google.com/maps/place/Naturheilpraxis+K%C3%B6rner/data=!4m7!3m6!1s0x4790c0869e3f2b61:0xf3acc5c63a4cc027!8m2!3d48.1332!4d8.37887!16s%2Fg%2F1hc6lxzm3!19sChIJYSs_nobAkEcRJ8BMOsbFrPM?authuser=0&hl=de&rclk=1,0,,1,,,,kennt niemanden,
,,https://www.google.com/maps/place/Kaligas+-+ganzheitliche+%C3%84sthetik/data=!4m7!3m6!1s0x47a852065b63698b:0xb503cceb4bd379b5!8m2!3d52.5504937!4d13.4160234!16s%2Fg%2F11dy1h0tgq!19sChIJi2ljWwZSqEcRtXnTS-vMA7U?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Claudia+B%C3%BCrger+Heilpraktikerin/data=!4m7!3m6!1s0x47a4d481d5e209ad:0xfba3d847b20c6c16!8m2!3d51.5143845!4d9.9547091!16s%2Fg%2F1tgj7v8h!19sChIJrQni1YHUpEcRFmwMskfYo_s?authuser=0&hl=de&rclk=1,0,,,,,,"keine Überarbeitung, kennt niemand der gerade startet",
,,https://www.google.com/maps/place/Physiotherapie+Benjamin+K%C3%B6rtner/data=!4m7!3m6!1s0x47a8509588e73453:0x818b91084730213f!8m2!3d52.48667!4d13.29753!16s%2Fg%2F1td2sy86!19sChIJUzTniJVQqEcRPyEwRwiRi4E?authuser=0&hl=de&rclk=1,0,1,,,,,,
,,"https://www.google.com/maps/place/Naturheilpraxis+Carola+K%C3%B6rner-R%C3%BCck+-+Heilpraktikerin,+staatlich+gepr%C3%BCft/data=!4m7!3m6!1s0x479847811e8d1cad:0x340bef8242c39505!8m2!3d49.17209!4d9.52492!16s%2Fg%2F11b7q7p0z0!19sChIJrRyNHoFHmEcRBZXDQoLvCzQ?authuser=0&hl=de&rclk=1",,,,,,,,
,,https://www.google.com/maps/place/Monika+K%C3%B6rner-Becker/data=!4m7!3m6!1s0x47bc59d20d0abc49:0xaa8f2297a7305f87!8m2!3d50.535392!4d8.6338693!16s%2Fg%2F1v_vs0fv!19sChIJSbwKDdJZvEcRh18wp5cij6o?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Frau+Barbara+K%C3%B6rner/data=!4m7!3m6!1s0x477524072cfeea8b:0x6d640aaa0754a03!8m2!3d49.0134887!4d13.2298903!16s%2Fg%2F1w0j303d!19sChIJi-r-LAckdUcRA0p1oKpA1gY?authuser=0&hl=de&rclk=1,0,,,,,,Praxis aufgelöst,
,,https://www.google.com/maps/place/Frau+Annemarie+K%C3%B6rner/data=!4m7!3m6!1s0x479e7e93472f0ae7:0xafc3f0211de2b14b!8m2!3d48.21947!4d11.33732!16s%2Fg%2F1tg7q_qv!19sChIJ5wovR5N-nkcRS7HiHSHww68?authuser=0&hl=de&rclk=1,,,,,0,,,
,,https://www.google.com/maps/place/Heilpraktikerin+Timmer+Bettina/data=!4m7!3m6!1s0x47ba283db2a03b5b:0xffa43532ee195777!8m2!3d51.8761!4d8.23343!16s%2Fg%2F1tghnpq2!19sChIJWzugsj0oukcRd1cZ7jI1pP8?authuser=0&hl=de&rclk=1,,,,,0,,,
,,"https://www.google.com/maps/place/Dr.+Marcus+E.+Netzel,+Facharzt+f%C3%BCr+Allgemeinmedizin/data=!4m7!3m6!1s0x47ae51e27db60a6f:0x3d20b2014ed57c5!8m2!3d52.966035!4d11.161358!16s%2Fg%2F1thqft3d!19sChIJbwq2feJRrkcRxVftFCAL0gM?authuser=0&hl=de&rclk=1",0,1,,,,,,
,,https://www.google.com/maps/place/Frau+Ingeborg+K%C3%B6rner/data=!4m7!3m6!1s0x47911b0d219e61e1:0xe1eb3377ff0c8e1b!8m2!3d48.0052075!4d7.8210939!16s%2Fg%2F1tx148_m!19sChIJ4WGeIQ0bkUcRG44M_3cz6-E?authuser=0&hl=de&rclk=1,0,1,,,,,tote nummer,
,,https://www.google.com/maps/place/Tierheilpraxis+B.+K%C3%B6rner+-Tierheilpraktikerin-/data=!4m7!3m6!1s0x479a5f682a1a735f:0xeac69a22bbbd2374!8m2!3d47.8662387!4d9.2245558!16s%2Fg%2F1pt_24gs6!19sChIJX3MaKmhfmkcRdCO9uyKaxuo?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Dorothea+K%C3%B6rner/data=!4m7!3m6!1s0x47b1ddbd7a3a6a07:0x80cc2a617f0825fc!8m2!3d53.2482206!4d10.408546!16s%2Fg%2F11rq14ykg9!19sChIJB2o6er3dsUcR_CUIf2EqzIA?authuser=0&hl=de&rclk=1,0,1,,,,,,
,,https://www.google.com/maps/place/Elisabeth+K%C3%B6rner/data=!4m7!3m6!1s0x47962f0914be0a69:0x97ef09e72379e4de!8m2!3d49.6063787!4d8.2357033!16s%2Fg%2F11dxbwwpk4!19sChIJaQq-FAkvlkcR3uR5I-cJ75c?authuser=0&hl=de&rclk=1,0,1,,,,,tote nummer,
,,https://www.google.com/maps/place/Frau+Susan+Paul-K%C3%B6rner/data=!4m7!3m6!1s0x4797a2d464c0aecd:0x46b174b375fbf32d!8m2!3d49.20086!4d8.65356!16s%2Fg%2F1tfk7z8_!19sChIJza7AZNSil0cRLfP7dbN0sUY?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Angelika+Schr%C3%B6der/data=!4m7!3m6!1s0x47b9173a9574ce69:0xd54f758bfa8512c1!8m2!3d51.5161538!4d7.5064386!16s%2Fg%2F1tjs40h4!19sChIJac50lToXuUcRwRKF-ot1T9U?authuser=0&hl=de&rclk=1,,,,,,,,
,,"https://www.google.com/maps/place/Birgit+K%C3%B6rner+Praxis+f%C3%BCr+Psychotherapie,+Beratung+und+Coaching+-+Heilpraktikerin+(Psychotherapie)/data=!4m7!3m6!1s0x4799c0cee3a19141:0xeccde7976570083!8m2!3d48.7360913!4d9.3407112!16s%2Fg%2F1pzwkxkjx!19sChIJQZGh487AmUcRgwBXdnnezA4?authuser=0&hl=de&rclk=1",,,,,,,,
,,https://www.google.com/maps/place/Psychotherapie+Hannover+K%C3%B6rner/data=!4m7!3m6!1s0x47b07359c52075b7:0xd89224e8ffdfceaf!8m2!3d52.3903836!4d9.7414625!16s%2Fg%2F11ddwsg8pt!19sChIJt3UgxVlzsEcRr87f_-gkktg?authuser=0&hl=de&rclk=1,0,1,,,,,tote nummer,
,,https://www.google.com/maps/place/Heilpraktiker+Dirk+Bettenworth/data=!4m7!3m6!1s0x47b91725624b329d:0xfb76ce1b90f99554!8m2!3d51.5168724!4d7.5107431!16s%2Fg%2F11f71m_y5f!19sChIJnTJLYiUXuUcRVJX5kBvOdvs?authuser=0&hl=de&rclk=1,,,,,,,,
2022-11-04,22-11-04_uniqueNew_22-11-04_presentLinks.csv+22-11-04_Menteroda+22-11-04_Mühlhausen.csv,https://www.google.com/maps/place/Heilpraktikerin+Vera+Abraham/data=!4m7!3m6!1s0x47a459c96d1a8f7d:0xcd02cc4a32cb818d!8m2!3d51.28956!4d10.74174!16s%2Fg%2F11qfy899p0!19sChIJfY8abclZpEcRjYHLMkrMAs0?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Neue+M%C3%BChle+Niederorschel/data=!4m7!3m6!1s0x47a4ef6c678c8de1:0x7ef7ce1dd30253b5!8m2!3d51.3596471!4d10.4367085!16s%2Fg%2F11h39q98j2!19sChIJ4Y2MZ2zvpEcRtVMC0x3O934?authuser=0&hl=de&rclk=1,,,,,,,tote nummer,
,,https://www.google.com/maps/place/Naturheilpraxis+Anett+Bartsch/data=!4m7!3m6!1s0x47a4fb05cc40cab5:0x1262a73c2871c1b!8m2!3d51.4231101!4d10.5984615!16s%2Fg%2F12xqkp5x9!19sChIJtcpAzAX7pEcRGxyHwnMqJgE?authuser=0&hl=de&rclk=1,0,,,,,,"keine Überarbeitung, kennt niemand der gerade startet",
,,https://www.google.com/maps/place/Naturheilpraxis+f%C3%BCr+Frauengesundheit+Heilpraktikerin+Eileen+Martin+*+Ganzheitliche+Frauenheilkunde+*+Kinderwunsch+*+Hormone+*+Schilddr%C3%BCsenerkrankungen+*+Hashimoto+*+Darmgesundheit+*+PMS+*+Myome+*+Endometriose+*+Wechseljahre+*+Migr%C3%A4ne+*+Depression/data=!4m7!3m6!1s0x47a48be8b4f3eb31:0x1b202c4bce751ded!8m2!3d51.1518424!4d10.5728891!16s%2Fg%2F11fnyftsn5!19sChIJMevztOiLpEcR7R11zkssIBs?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Koch+Susanne/data=!4m7!3m6!1s0x47a4f45380f44a95:0xacb286be39f33306!8m2!3d51.24599!4d10.64917!16s%2Fg%2F11fxvydbkk!19sChIJlUr0gFP0pEcRBjPzOb6Gsqw?authuser=0&hl=de&rclk=1,0,,,,,,,
,,"https://www.google.com/maps/place/Vera+Abraham,+Heilpraktikerin/data=!4m7!3m6!1s0x47a450c943341e91:0xc6fc978d75e4b936!8m2!3d51.3718595!4d10.8813166!16s%2Fg%2F1tlbsr3q!19sChIJkR40Q8lQpEcRNrnkdY2X_MY?authuser=0&hl=de&rclk=1",,,,,,,,
,,https://www.google.com/maps/place/Riemann+Christina/data=!4m7!3m6!1s0x47a492bb46d6696b:0x25aad038110f90ed!8m2!3d51.2078257!4d10.4553909!16s%2Fg%2F11bwnbn83n!19sChIJa2nWRruSpEcR7ZAPETjQqiU?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Naturheilpraxis+Maria+Hein+-+Heilpraktikerin/data=!4m7!3m6!1s0x47a4eef1efc1fb5f:0x6af0f2642855d171!8m2!3d51.3285843!4d10.4442986!16s%2Fg%2F11c67tv_06!19sChIJX_vB7_HupEcRcdFVKGTy8Go?authuser=0&hl=de&rclk=1,0,,,,0,,braucht keine Website,
,,https://www.google.com/maps/place/Naturheilpraxis+Nicole+Tasch/data=!4m7!3m6!1s0x27ab4a39ebaabc8f:0xb22e6949b8d392cf!8m2!3d51.2065248!4d10.4604601!16s%2Fg%2F11q3mkg1q6!19sChIJj7yq6zlKqycRz5LTuElpLrI?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Sondermann+Naturheilpraxis/data=!4m7!3m6!1s0x47a4dbcb5273685f:0x5ee551756c3b3123!8m2!3d51.4533929!4d10.1962757!16s%2Fg%2F11gh9g3qv6!19sChIJX2hzUsvbpEcRIzE7bHVR5V4?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Naturheilpraxis+Annett+Schramm/data=!4m7!3m6!1s0x47a492ad3aa2bbe3:0xc17467c19142647c!8m2!3d51.2112913!4d10.4628767!16s%2Fg%2F11bzyq11rm!19sChIJ47uiOq2SpEcRfGRCkcFndME?authuser=0&hl=de&rclk=1,0,,,1,,,gibt nummer weiter wenn jemanden kennt,
,,https://www.google.com/maps/place/Frau+Jutta+Althaus/data=!4m7!3m6!1s0x47a4ea01a025ef8b:0x1b0ae219e4750e5a!8m2!3d51.3131006!4d10.2865566!16s%2Fg%2F1tdg6thj!19sChIJi-8loAHqpEcRWg515BniChs?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Bioenergetische+Heilarbeit/data=!4m7!3m6!1s0x47c75d9efd966651:0xb958c0df15e0e5fe!8m2!3d51.1758057!4d10.4541194!16s%2Fg%2F11hz6mp5dk!19sChIJUWaW_Z5dx0cR_uXgFd_AWLk?authuser=0&hl=de&rclk=1,,,,,0,,Hat versucht zurückzurufen: 030 77208321 ,
,,https://www.google.com/maps/place/Kerstin+Pester+-+Heilpraktikerin/data=!4m7!3m6!1s0x47a4e9f33db5192f:0xf2cc0cb823a4628d!8m2!3d51.3205408!4d10.3108679!16s%2Fg%2F11ckvkzk72!19sChIJLxm1PfPppEcRjWKkI7gMzPI?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Praxis+f%C3%BCr+Naturheilkunde+und+Craniosacraltherapie/data=!4m7!3m6!1s0x47a457f723f33f57:0x16e707172fa828a3!8m2!3d51.3690051!4d10.87029!16s%2Fg%2F11lryfbq7y!19sChIJVz_zI_dXpEcRoyioLxcH5xY?authuser=0&hl=de&rclk=1,,,,,,,bitte in 10 min nochmal,
,,https://www.google.com/maps/place/Naturheilpraxis+Heike+Hilke/data=!4m7!3m6!1s0x47a492b4bdbccc9f:0x14e5bf94cd6e157a!8m2!3d51.21527!4d10.44866!16s%2Fg%2F1vnnhdqr!19sChIJn8y8vbSSpEcRehVuzZS_5RQ?authuser=0&hl=de&rclk=1,0,1,,,,,gestorben,
,,https://www.google.com/maps/place/Evelyn+P%C3%B6hler+Heilpraktikerin/data=!4m7!3m6!1s0x47a48a1ce219bcd3:0xd90ce1ba5a30450d!8m2!3d51.1169!4d10.64355!16s%2Fg%2F1tj72ly3!19sChIJ07wZ4hyKpEcRDUUwWrrhDNk?authuser=0&hl=de&rclk=1,0,1,1,1,0,,keine Website MEHR (braucht nicht – bald Ruhestand – kennt nur ähnlich alte Leute – nicht mit junger Generation vernetzt),
,,https://www.google.com/maps/place/Praxis+Jutta+Blumhagen/data=!4m7!3m6!1s0x4799c54143e51b25:0xb365cdb92631aff3!8m2!3d51.1758057!4d10.4541194!16s%2Fg%2F11f5vftc3r!19sChIJJRvlQ0HFmUcR868xJrnNZbM?authuser=0&hl=de&rclk=1,0,,1,1,,+4986624177009,"aktuell kein Interesse: ABER Selbst Online Kurs erstellt & Landingpage gestalten lassen (3000€) https://juttablumhagen.com/ TODO: eigene Website senden, wenn fertig & Referenzen;",
,,https://www.google.com/maps/place/Cornelia+N%C3%B6ring+Heilpraktiker+f%C3%BCr+Osteopathie/data=!4m7!3m6!1s0x47a4e98c5a09d44f:0x30f3367b5fd1a461!8m2!3d51.3202897!4d10.3163831!16s%2Fg%2F11c6s384_l!19sChIJT9QJWozppEcRYaTRX3s28zA?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Heilpraktikerin+Katrin+Winter/data=!4m7!3m6!1s0x47a49dfdfb9615ab:0xf05a8b213c4ad822!8m2!3d50.9756078!4d10.3204538!16s%2Fg%2F11h24r8fkx!19sChIJqxWW-_2dpEcRIthKPCGLWvA?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Dana+Liptak/data=!4m7!3m6!1s0x47a4c34fd6a56467:0x238473818e3c6255!8m2!3d51.3862511!4d10.2469286!16s%2Fg%2F11rn0zbq9x!19sChIJZ2Sl1k_DpEcRVWI8joFzhCM?authuser=0&hl=de&rclk=1,0,,,,,,kennt niemanden aber denkt drüber nach: Nachricht bei Whatsapp: 01607542344 ,
,,https://www.google.com/maps/place/Naturheilpraxis+Antje+Dietl/data=!4m7!3m6!1s0x417196e4675e1843:0x6ff0c5a9ef01890f!8m2!3d51.1076422!4d10.6441371!16s%2Fg%2F11bbwmmrq7!19sChIJQxheZ-SWcUERD4kB76nF8G8?authuser=0&hl=de&rclk=1,,,0,,0,,Hat schon zu viele Kunden,
,,https://www.google.com/maps/place/Heilpraktiker+Waltershausen+-+Denise+Hafermann/data=!4m7!3m6!1s0x47a4806e35a82091:0x98e31c38e46458f!8m2!3d50.8975133!4d10.5602402!16s%2Fg%2F11df6xjmw5!19sChIJkSCoNW6ApEcRj0VGjsMxjgk?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Pia+Hoffmeister/data=!4m7!3m6!1s0x47a4dd7634697b85:0xf429e9569535d05c!8m2!3d51.4727051!4d10.2654858!16s%2Fg%2F11j2jvj5cm!19sChIJhXtpNHbdpEcRXNA1lVbpKfQ?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Alena+Mehner/data=!4m7!3m6!1s0x47a77cfd7aa904f1:0xb70f91c3e34de9cc!8m2!3d51.1758057!4d10.4541194!16s%2Fg%2F11c5_vm93x!19sChIJ8QSpev18p0cRzOlN48ORD7c?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Osteopathie+und+Naturheilkunde+Erika+Apel+Heilpraktikerin/data=!4m7!3m6!1s0x47a4e992670fb6f1:0x835311dcf059c4ba!8m2!3d51.31919!4d10.32086!16s%2Fg%2F11j0k0ml2w!19sChIJ8bYPZ5LppEcRusRZ8NwRU4M?authuser=0&hl=de&rclk=1,,,,,,,,
,,https://www.google.com/maps/place/Antje+Dietl/data=!4m7!3m6!1s0x47a462075096b899:0x5f55cfaee60a2306!8m2!3d51.1070378!4d10.6567894!16s%2Fg%2F1tf6wc57!19sChIJmbiWUAdipEcRBiMK5q7PVV8?authuser=0&hl=de&rclk=1,0,,0,,,,,
,,"https://www.google.com/maps/place/Susan+Tetzel,+Heilpraktiker/data=!4m7!3m6!1s0x47a448cd848c6735:0x27c2f905c0654d18!8m2!3d51.3568939!4d11.1006659!16s%2Fg%2F11b6d6m6b6!19sChIJNWeMhM1IpEcRGE1lwAX5wic?authuser=0&hl=de&rclk=1",,,,,,,keine nummer,
